Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Age_group,montly_income_per_year_at_company,Experience_Internal,stagnation_in_role,JobRole_Department
23,0,Travel_Rarely,541,Sales,2,1 - Below College,Technical Degree,3 - High,Male,62,3 - High,1,Sales Representative,1 - Low,Divorced,2322,9518,3,Y,No,13,3- Excellent,3 - High,1,3,3,3 - Better,0,0,0,0,18-24,2322.0,0.0,0.0,Sales Representative_Sales
51,0,Travel_Rarely,432,Research & Development,9,4 - Master,Life Sciences,4 - Very High,Male,96,3 - High,1,Laboratory Technician,4 - Very High,Married,2075,18725,3,Y,No,23,4 - Outstanding,2 - Medium,2,10,4,3 - Better,4,2,0,3,45-54,415.0,0.4,0.5,Laboratory Technician_Research & Development
30,0,Travel_Rarely,288,Research & Development,2,3 - Bachelor,Life Sciences,3 - High,Male,99,2 - Medium,2,Healthcare Representative,4 - Very High,Married,4152,15830,1,Y,No,19,3- Excellent,1 - Low,3,11,3,3 - Better,11,10,10,8,25-34,346.0,1.0,0.9090909090909091,Healthcare Representative_Research & Development
46,1,Travel_Rarely,669,Sales,9,2 - College,Medical,3 - High,Male,64,2 - Medium,3,Sales Executive,4 - Very High,Single,9619,13596,1,Y,No,16,3- Excellent,4 - Very High,0,9,3,3 - Better,9,8,4,7,45-54,961.9,1.0,0.8888888888888888,Sales Executive_Sales
40,0,Travel_Frequently,530,Research & Development,1,4 - Master,Life Sciences,3 - High,Male,78,2 - Medium,4,Healthcare Representative,2 - Medium,Married,13503,14115,1,Y,No,22,4 - Outstanding,4 - Very High,1,22,3,2- Good,22,3,11,11,35-44,587.0869565217391,1.0,0.13636363636363635,Healthcare Representative_Research & Development
51,0,Travel_Rarely,632,Sales,21,4 - Master,Marketing,3 - High,Male,71,3 - High,2,Sales Executive,4 - Very High,Single,5441,8423,0,Y,Yes,22,4 - Outstanding,4 - Very High,0,11,2,1- Bad,10,7,1,0,45-54,494.6363636363636,0.9090909090909091,0.7,Sales Executive_Sales
30,0,Travel_Rarely,1334,Sales,4,2 - College,Medical,3 - High,Female,63,2 - Medium,2,Sales Executive,2 - Medium,Divorced,5209,19760,1,Y,Yes,12,3- Excellent,2 - Medium,3,11,4,2- Good,11,8,2,7,25-34,434.0833333333333,1.0,0.7272727272727273,Sales Executive_Sales
46,0,Travel_Frequently,638,Research & Development,1,3 - Bachelor,Medical,3 - High,Male,40,2 - Medium,3,Healthcare Representative,1 - Low,Married,10673,3142,2,Y,Yes,13,3- Excellent,3 - High,1,21,5,2- Good,10,9,9,5,45-54,970.2727272727273,0.47619047619047616,0.9,Healthcare Representative_Research & Development
32,0,Travel_Rarely,1093,Sales,6,4 - Master,Medical,2 - Medium,Male,87,3 - High,2,Sales Executive,3 - High,Single,5010,24301,1,Y,No,16,3- Excellent,1 - Low,0,12,0,3 - Better,11,8,5,7,25-34,417.5,0.9166666666666666,0.7272727272727273,Sales Executive_Sales
54,0,Travel_Rarely,1217,Research & Development,2,4 - Master,Technical Degree,1 - Low,Female,60,3 - High,3,Research Director,3 - High,Married,13549,24001,9,Y,No,12,3- Excellent,1 - Low,1,16,5,1- Bad,4,3,0,3,45-54,2709.8,0.25,0.75,Research Director_Research & Development
24,0,Travel_Rarely,1353,Sales,3,2 - College,Other,1 - Low,Female,33,3 - High,2,Sales Executive,3 - High,Married,4999,17519,0,Y,No,21,4 - Outstanding,1 - Low,1,4,2,2- Good,3,2,0,2,18-24,1249.75,0.75,0.6666666666666666,Sales Executive_Sales
28,0,Non-Travel,120,Sales,4,3 - Bachelor,Medical,2 - Medium,Male,43,3 - High,2,Sales Executive,3 - High,Married,4221,8863,1,Y,No,15,3- Excellent,2 - Medium,0,5,3,4 - Best,5,4,0,4,25-34,703.5,1.0,0.8,Sales Executive_Sales
58,0,Travel_Rarely,682,Sales,10,4 - Master,Medical,4 - Very High,Male,37,3 - High,4,Sales Executive,3 - High,Single,13872,24409,0,Y,No,13,3- Excellent,3 - High,0,38,1,2- Good,37,10,1,8,55-64,365.05263157894734,0.9736842105263158,0.2702702702702703,Sales Executive_Sales
44,0,Non-Travel,489,Research & Development,23,3 - Bachelor,Medical,2 - Medium,Male,67,3 - High,2,Laboratory Technician,2 - Medium,Married,2042,25043,4,Y,No,12,3- Excellent,3 - High,1,17,3,4 - Best,3,2,1,2,35-44,510.5,0.17647058823529413,0.6666666666666666,Laboratory Technician_Research & Development
37,1,Travel_Rarely,807,Human Resources,6,4 - Master,Human Resources,3 - High,Male,63,3 - High,1,Human Resources,1 - Low,Divorced,2073,23648,4,Y,Yes,22,4 - Outstanding,4 - Very High,0,7,3,3 - Better,3,2,0,2,35-44,518.25,0.42857142857142855,0.6666666666666666,Human Resources_Human Resources
32,0,Travel_Rarely,827,Research & Development,1,1 - Below College,Life Sciences,4 - Very High,Male,71,3 - High,1,Research Scientist,1 - Low,Single,2956,15178,1,Y,No,13,3- Excellent,4 - Very High,0,1,2,3 - Better,1,0,0,0,25-34,1478.0,1.0,0.0,Research Scientist_Research & Development
20,1,Travel_Frequently,871,Research & Development,6,3 - Bachelor,Life Sciences,4 - Very High,Female,66,2 - Medium,1,Laboratory Technician,4 - Very High,Single,2926,19783,1,Y,Yes,18,3- Excellent,2 - Medium,0,1,5,3 - Better,1,0,1,0,18-24,1463.0,1.0,0.0,Laboratory Technician_Research & Development
34,0,Travel_Rarely,665,Research & Development,6,4 - Master,Other,1 - Low,Female,41,3 - High,2,Research Scientist,3 - High,Single,4809,12482,1,Y,No,14,3- Excellent,3 - High,0,16,3,3 - Better,16,13,2,10,25-34,282.88235294117646,1.0,0.8125,Research Scientist_Research & Development
37,0,Non-Travel,1040,Research & Development,2,2 - College,Life Sciences,3 - High,Male,100,2 - Medium,2,Healthcare Representative,4 - Very High,Divorced,5163,15850,5,Y,No,14,3- Excellent,4 - Very High,1,17,2,4 - Best,1,0,0,0,35-44,2581.5,0.058823529411764705,0.0,Healthcare Representative_Research & Development
59,0,Non-Travel,1420,Human Resources,2,4 - Master,Human Resources,3 - High,Female,32,2 - Medium,5,Manager,4 - Very High,Married,18844,21922,9,Y,No,21,4 - Outstanding,4 - Very High,1,30,3,3 - Better,3,2,2,2,55-64,4711.0,0.1,0.6666666666666666,Manager_Human Resources
50,0,Travel_Frequently,1115,Research & Development,1,3 - Bachelor,Life Sciences,1 - Low,Female,73,3 - High,5,Research Director,2 - Medium,Married,18172,9755,3,Y,Yes,19,3- Excellent,1 - Low,0,28,1,2- Good,8,3,0,7,45-54,2019.111111111111,0.2857142857142857,0.375,Research Director_Research & Development
25,1,Travel_Rarely,240,Sales,5,3 - Bachelor,Marketing,3 - High,Male,46,2 - Medium,2,Sales Executive,3 - High,Single,5744,26959,1,Y,Yes,11,3- Excellent,4 - Very High,0,6,1,3 - Better,6,4,0,3,25-34,820.5714285714286,1.0,0.6666666666666666,Sales Executive_Sales
25,0,Travel_Rarely,1280,Research & Development,7,1 - Below College,Medical,4 - Very High,Male,64,2 - Medium,1,Research Scientist,4 - Very High,Married,2889,26897,1,Y,No,11,3- Excellent,3 - High,2,2,2,3 - Better,2,2,2,1,25-34,963.0,1.0,1.0,Research Scientist_Research & Development
22,0,Travel_Rarely,534,Research & Development,15,3 - Bachelor,Medical,2 - Medium,Female,59,3 - High,1,Laboratory Technician,4 - Very High,Single,2871,23785,1,Y,No,15,3- Excellent,3 - High,0,1,5,3 - Better,0,0,0,0,18-24,2871.0,0.0,0.0,Laboratory Technician_Research & Development
51,0,Travel_Frequently,1456,Research & Development,1,4 - Master,Medical,1 - Low,Female,30,2 - Medium,3,Healthcare Representative,1 - Low,Single,7484,25796,3,Y,No,20,4 - Outstanding,3 - High,0,23,1,2- Good,13,12,12,8,45-54,534.5714285714286,0.5652173913043478,0.9230769230769231,Healthcare Representative_Research & Development
34,1,Travel_Frequently,658,Research & Development,7,3 - Bachelor,Life Sciences,1 - Low,Male,66,1 - Low,2,Laboratory Technician,3 - High,Single,6074,22887,1,Y,Yes,24,4 - Outstanding,4 - Very High,0,9,3,3 - Better,9,7,0,6,25-34,607.4,1.0,0.7777777777777778,Laboratory Technician_Research & Development
54,0,Non-Travel,142,Human Resources,26,3 - Bachelor,Human Resources,4 - Very High,Female,30,4 - Very High,4,Manager,4 - Very High,Single,17328,13871,2,Y,Yes,12,3- Excellent,3 - High,0,23,3,3 - Better,5,3,4,4,45-54,2888.0,0.21739130434782608,0.6,Manager_Human Resources
24,0,Travel_Rarely,1127,Research & Development,18,1 - Below College,Life Sciences,2 - Medium,Male,52,3 - High,1,Laboratory Technician,3 - High,Married,2774,13257,0,Y,No,12,3- Excellent,3 - High,1,6,2,3 - Better,5,3,1,2,18-24,462.3333333333333,0.8333333333333334,0.6,Laboratory Technician_Research & Development
34,0,Travel_Rarely,1031,Research & Development,6,4 - Master,Life Sciences,3 - High,Female,45,2 - Medium,2,Research Scientist,2 - Medium,Divorced,4505,15000,6,Y,No,15,3- Excellent,3 - High,1,12,3,3 - Better,1,0,0,0,25-34,2252.5,0.08333333333333333,0.0,Research Scientist_Research & Development
37,0,Travel_Rarely,1189,Sales,3,3 - Bachelor,Life Sciences,3 - High,Male,87,3 - High,3,Sales Executive,4 - Very High,Single,7428,14506,2,Y,No,12,3- Excellent,1 - Low,0,12,3,3 - Better,5,3,1,3,35-44,1238.0,0.4166666666666667,0.6,Sales Executive_Sales
34,0,Travel_Rarely,1354,Research & Development,5,3 - Bachelor,Medical,3 - High,Female,45,2 - Medium,3,Manager,1 - Low,Single,11631,5615,2,Y,No,12,3- Excellent,4 - Very High,0,14,6,3 - Better,11,10,5,8,25-34,969.25,0.7857142857142857,0.9090909090909091,Manager_Research & Development
36,0,Travel_Frequently,1467,Sales,11,2 - College,Technical Degree,2 - Medium,Female,92,3 - High,3,Sales Executive,4 - Very High,Married,9738,22952,0,Y,No,14,3- Excellent,3 - High,1,10,6,3 - Better,9,7,2,8,35-44,973.8,0.9,0.7777777777777778,Sales Executive_Sales
36,0,Travel_Rarely,922,Research & Development,3,2 - College,Life Sciences,1 - Low,Female,39,3 - High,1,Laboratory Technician,4 - Very High,Divorced,2835,2561,5,Y,No,22,4 - Outstanding,1 - Low,1,7,2,3 - Better,1,0,0,0,35-44,1417.5,0.14285714285714285,0.0,Laboratory Technician_Research & Development
43,0,Travel_Frequently,394,Sales,26,2 - College,Life Sciences,3 - High,Male,92,3 - High,4,Manager,4 - Very High,Married,16959,19494,1,Y,Yes,12,3- Excellent,4 - Very High,2,25,3,4 - Best,25,12,4,12,35-44,652.2692307692307,1.0,0.48,Manager_Sales
30,0,Travel_Frequently,1312,Research & Development,23,3 - Bachelor,Life Sciences,1 - Low,Male,96,1 - Low,1,Research Scientist,3 - High,Divorced,2613,22310,1,Y,No,25,4 - Outstanding,3 - High,3,10,2,2- Good,10,7,0,9,25-34,237.54545454545453,1.0,0.7,Research Scientist_Research & Development
33,0,Non-Travel,750,Sales,22,2 - College,Marketing,3 - High,Male,95,3 - High,2,Sales Executive,2 - Medium,Married,6146,15480,0,Y,No,13,3- Excellent,1 - Low,1,8,2,4 - Best,7,7,0,7,25-34,768.25,0.875,1.0,Sales Executive_Sales
56,1,Travel_Rarely,441,Research & Development,14,4 - Master,Life Sciences,2 - Medium,Female,72,3 - High,1,Research Scientist,2 - Medium,Married,4963,4510,9,Y,Yes,18,3- Excellent,1 - Low,3,7,2,3 - Better,5,4,4,3,55-64,827.1666666666666,0.7142857142857143,0.8,Research Scientist_Research & Development
51,0,Travel_Rarely,684,Research & Development,6,3 - Bachelor,Life Sciences,1 - Low,Male,51,3 - High,5,Research Director,3 - High,Single,19537,6462,7,Y,No,13,3- Excellent,3 - High,0,23,5,3 - Better,20,18,15,15,45-54,930.3333333333334,0.8695652173913043,0.9,Research Director_Research & Development
31,1,Travel_Rarely,249,Sales,6,4 - Master,Life Sciences,2 - Medium,Male,76,1 - Low,2,Sales Executive,3 - High,Married,6172,20739,4,Y,Yes,18,3- Excellent,2 - Medium,0,12,3,2- Good,7,7,7,7,25-34,771.5,0.5833333333333334,1.0,Sales Executive_Sales
26,0,Travel_Rarely,841,Research & Development,6,3 - Bachelor,Other,3 - High,Female,46,2 - Medium,1,Research Scientist,2 - Medium,Married,2368,23300,1,Y,No,19,3- Excellent,3 - High,0,5,3,2- Good,5,4,4,3,25-34,394.6666666666667,1.0,0.8,Research Scientist_Research & Development
58,1,Travel_Rarely,147,Research & Development,23,4 - Master,Medical,4 - Very High,Female,94,3 - High,3,Healthcare Representative,4 - Very High,Married,10312,3465,1,Y,No,12,3- Excellent,4 - Very High,1,40,3,2- Good,40,10,15,6,55-64,251.5121951219512,1.0,0.25,Healthcare Representative_Research & Development
19,1,Travel_Rarely,528,Sales,22,1 - Below College,Marketing,4 - Very High,Male,50,3 - High,1,Sales Representative,3 - High,Single,1675,26820,1,Y,Yes,19,3- Excellent,4 - Very High,0,0,2,2- Good,0,0,0,0,18-24,1675.0,,0.0,Sales Representative_Sales
22,0,Travel_Rarely,594,Research & Development,2,1 - Below College,Technical Degree,3 - High,Male,100,3 - High,1,Laboratory Technician,4 - Very High,Married,2523,19299,0,Y,No,14,3- Excellent,3 - High,1,3,2,3 - Better,2,1,2,1,18-24,841.0,0.6666666666666666,0.5,Laboratory Technician_Research & Development
49,0,Travel_Rarely,470,Research & Development,20,4 - Master,Medical,3 - High,Female,96,3 - High,2,Manufacturing Director,1 - Low,Married,6567,5549,1,Y,No,14,3- Excellent,3 - High,0,16,2,2- Good,15,11,5,11,45-54,410.4375,0.9375,0.7333333333333333,Manufacturing Director_Research & Development
43,0,Travel_Frequently,957,Research & Development,28,3 - Bachelor,Medical,2 - Medium,Female,72,4 - Very High,1,Research Scientist,3 - High,Single,4739,16090,4,Y,No,12,3- Excellent,4 - Very High,0,18,2,3 - Better,3,2,1,2,35-44,1184.75,0.16666666666666666,0.6666666666666666,Research Scientist_Research & Development
50,0,Travel_Frequently,809,Sales,12,3 - Bachelor,Marketing,3 - High,Female,77,3 - High,3,Sales Executive,4 - Very High,Single,9208,6645,4,Y,No,11,3- Excellent,4 - Very High,0,16,3,3 - Better,2,2,2,1,45-54,3069.3333333333335,0.125,1.0,Sales Executive_Sales
31,1,Travel_Rarely,542,Sales,20,3 - Bachelor,Life Sciences,2 - Medium,Female,71,1 - Low,2,Sales Executive,3 - High,Married,4559,24788,3,Y,Yes,11,3- Excellent,3 - High,1,4,2,3 - Better,2,2,2,2,25-34,1519.6666666666667,0.5,1.0,Sales Executive_Sales
41,0,Travel_Rarely,802,Sales,9,1 - Below College,Life Sciences,3 - High,Male,96,3 - High,3,Sales Executive,3 - High,Divorced,8189,21196,3,Y,Yes,13,3- Excellent,3 - High,1,12,2,3 - Better,9,7,0,7,35-44,818.9,0.75,0.7777777777777778,Sales Executive_Sales
26,0,Travel_Rarely,1355,Human Resources,25,1 - Below College,Life Sciences,3 - High,Female,61,3 - High,1,Human Resources,3 - High,Married,2942,8916,1,Y,No,23,4 - Outstanding,4 - Very High,1,8,3,3 - Better,8,7,5,7,25-34,326.8888888888889,1.0,0.875,Human Resources_Human Resources
36,0,Travel_Rarely,216,Research & Development,6,2 - College,Medical,2 - Medium,Male,84,3 - High,2,Manufacturing Director,2 - Medium,Divorced,4941,2819,6,Y,No,20,4 - Outstanding,4 - Very High,2,7,0,3 - Better,3,2,0,1,35-44,1235.25,0.42857142857142855,0.6666666666666666,Manufacturing Director_Research & Development
51,1,Travel_Frequently,1150,Research & Development,8,4 - Master,Life Sciences,1 - Low,Male,53,1 - Low,3,Manufacturing Director,4 - Very High,Single,10650,25150,2,Y,No,15,3- Excellent,4 - Very High,0,18,2,3 - Better,4,2,0,3,45-54,2130.0,0.2222222222222222,0.5,Manufacturing Director_Research & Development
39,0,Travel_Rarely,1329,Sales,4,4 - Master,Life Sciences,4 - Very High,Female,47,2 - Medium,2,Sales Executive,3 - High,Married,5902,14590,4,Y,No,14,3- Excellent,3 - High,1,17,1,4 - Best,15,11,5,9,35-44,368.875,0.8823529411764706,0.7333333333333333,Sales Executive_Sales
25,0,Travel_Rarely,959,Sales,28,3 - Bachelor,Life Sciences,1 - Low,Male,41,2 - Medium,2,Sales Executive,3 - High,Married,8639,24835,2,Y,No,18,3- Excellent,4 - Very High,0,6,3,3 - Better,2,2,2,2,25-34,2879.6666666666665,0.3333333333333333,1.0,Sales Executive_Sales
30,0,Travel_Rarely,1240,Human Resources,9,3 - Bachelor,Human Resources,3 - High,Male,48,3 - High,2,Human Resources,4 - Very High,Married,6347,13982,0,Y,Yes,19,3- Excellent,4 - Very High,0,12,2,1- Bad,11,9,4,7,25-34,528.9166666666666,0.9166666666666666,0.8181818181818182,Human Resources_Human Resources
32,1,Travel_Rarely,1033,Research & Development,9,3 - Bachelor,Medical,1 - Low,Female,41,3 - High,1,Laboratory Technician,1 - Low,Single,4200,10224,7,Y,No,22,4 - Outstanding,1 - Low,0,10,2,4 - Best,5,4,0,4,25-34,700.0,0.5,0.8,Laboratory Technician_Research & Development
45,0,Travel_Rarely,1316,Research & Development,29,3 - Bachelor,Medical,3 - High,Male,83,3 - High,1,Research Scientist,4 - Very High,Single,3452,9752,5,Y,No,13,3- Excellent,2 - Medium,0,9,2,2- Good,6,5,0,3,45-54,493.14285714285717,0.6666666666666666,0.8333333333333334,Research Scientist_Research & Development
38,0,Travel_Rarely,364,Research & Development,3,5 - Doctorate,Technical Degree,4 - Very High,Female,32,3 - High,2,Research Scientist,3 - High,Single,4317,2302,3,Y,Yes,20,4 - Outstanding,2 - Medium,0,19,2,3 - Better,3,2,2,2,35-44,1079.25,0.15789473684210525,0.6666666666666666,Research Scientist_Research & Development
30,0,Travel_Rarely,438,Research & Development,18,3 - Bachelor,Life Sciences,1 - Low,Female,75,3 - High,1,Research Scientist,3 - High,Single,2632,23910,1,Y,No,14,3- Excellent,3 - High,0,5,4,2- Good,5,4,0,4,25-34,438.6666666666667,1.0,0.8,Research Scientist_Research & Development
32,0,Travel_Frequently,689,Sales,9,2 - College,Medical,4 - Very High,Male,35,1 - Low,2,Sales Executive,4 - Very High,Divorced,4668,22812,0,Y,No,17,3- Excellent,4 - Very High,3,9,2,4 - Best,8,7,0,7,25-34,518.6666666666666,0.8888888888888888,0.875,Sales Executive_Sales
30,0,Travel_Rarely,201,Research & Development,5,3 - Bachelor,Technical Degree,4 - Very High,Female,84,3 - High,1,Research Scientist,1 - Low,Divorced,3204,10415,5,Y,No,14,3- Excellent,4 - Very High,1,8,3,3 - Better,3,2,2,2,25-34,801.0,0.375,0.6666666666666666,Research Scientist_Research & Development
30,0,Travel_Rarely,1427,Research & Development,2,1 - Below College,Medical,2 - Medium,Male,35,2 - Medium,1,Laboratory Technician,4 - Very High,Single,2720,11162,0,Y,No,13,3- Excellent,4 - Very High,0,6,3,3 - Better,5,3,1,2,25-34,453.3333333333333,0.8333333333333334,0.6,Laboratory Technician_Research & Development
41,0,Travel_Frequently,857,Research & Development,10,3 - Bachelor,Life Sciences,4 - Very High,Male,91,2 - Medium,4,Manager,1 - Low,Divorced,17181,12888,4,Y,No,13,3- Excellent,2 - Medium,1,21,2,2- Good,7,6,7,7,35-44,2147.625,0.3333333333333333,0.8571428571428571,Manager_Research & Development
41,0,Travel_Rarely,933,Research & Development,9,4 - Master,Life Sciences,3 - High,Male,94,3 - High,1,Laboratory Technician,1 - Low,Married,2238,6961,2,Y,No,21,4 - Outstanding,4 - Very High,1,7,2,3 - Better,5,0,1,4,35-44,373.0,0.7142857142857143,0.0,Laboratory Technician_Research & Development
19,0,Travel_Rarely,1181,Research & Development,3,1 - Below College,Medical,2 - Medium,Female,79,3 - High,1,Laboratory Technician,2 - Medium,Single,1483,16102,1,Y,No,14,3- Excellent,4 - Very High,0,1,3,3 - Better,1,0,0,0,18-24,741.5,1.0,0.0,Laboratory Technician_Research & Development
40,0,Travel_Frequently,1395,Research & Development,26,3 - Bachelor,Medical,2 - Medium,Female,54,3 - High,2,Research Scientist,2 - Medium,Divorced,5605,8504,1,Y,No,11,3- Excellent,1 - Low,1,20,2,3 - Better,20,7,2,13,35-44,266.9047619047619,1.0,0.35,Research Scientist_Research & Development
35,0,Travel_Rarely,662,Sales,1,5 - Doctorate,Marketing,3 - High,Male,94,3 - High,3,Sales Executive,2 - Medium,Married,7295,11439,1,Y,No,13,3- Excellent,1 - Low,2,10,3,3 - Better,10,8,0,6,35-44,663.1818181818181,1.0,0.8,Sales Executive_Sales
53,0,Travel_Rarely,1436,Sales,6,2 - College,Marketing,2 - Medium,Male,34,3 - High,2,Sales Representative,3 - High,Married,2306,16047,2,Y,Yes,20,4 - Outstanding,4 - Very High,1,13,3,1- Bad,7,7,4,5,45-54,288.25,0.5384615384615384,1.0,Sales Representative_Sales
45,0,Travel_Rarely,194,Research & Development,9,3 - Bachelor,Life Sciences,2 - Medium,Male,60,3 - High,2,Laboratory Technician,2 - Medium,Divorced,2348,10901,8,Y,No,18,3- Excellent,3 - High,1,20,2,1- Bad,17,9,0,15,45-54,130.44444444444446,0.85,0.5294117647058824,Laboratory Technician_Research & Development
32,0,Travel_Frequently,967,Sales,8,3 - Bachelor,Marketing,2 - Medium,Female,43,3 - High,3,Sales Executive,4 - Very High,Single,8998,15589,1,Y,No,14,3- Excellent,4 - Very High,0,9,2,3 - Better,9,8,3,7,25-34,899.8,1.0,0.8888888888888888,Sales Executive_Sales
29,0,Non-Travel,1496,Research & Development,1,1 - Below College,Technical Degree,4 - Very High,Male,41,3 - High,2,Manufacturing Director,3 - High,Married,4319,26283,1,Y,No,13,3- Excellent,1 - Low,1,10,1,3 - Better,10,7,0,9,25-34,392.6363636363636,1.0,0.7,Manufacturing Director_Research & Development
51,0,Travel_Rarely,1169,Research & Development,7,4 - Master,Medical,2 - Medium,Male,34,2 - Medium,2,Manufacturing Director,3 - High,Married,6132,13983,2,Y,No,17,3- Excellent,3 - High,0,10,2,3 - Better,1,0,0,0,45-54,3066.0,0.1,0.0,Manufacturing Director_Research & Development
